Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
W0TF85	KLMA_60442	1.00085E-05	6.03604E-06	9.41106E-06	1.20826E-05	1.07433E-05	1.21289E-05	1.05155E-05	1.19533E-05	1.29488E-05	1.21353E-05	1.94144E-05	8.61153E-06
W0T4R5	KLMA_10763	8.05613E-06	5.50123E-06	5.85645E-06	1.45324E-05	1.06366E-05	1.10543E-05	1.20741E-05	7.59924E-06	9.51329E-06	7.71489E-06	8.15914E-06	8.71026E-06
W0TBC7	KLMA_50283	2.04651E-06	1.64372E-06	2.04521E-06	1.43415E-06	1.76917E-06	2.12478E-06	3.19515E-06	3.2551E-06	3.40329E-06	4.19584E-06	3.28975E-06	3.22146E-06
W0TD46	KLMA_60271	1.29783E-05	1.18254E-05	1.32105E-05	1.10852E-05	1.80463E-05	2.24683E-05	2.46968E-05	1.00174E-05	1.95992E-05	2.26226E-05	2.54281E-05	2.49002E-05
W0TCH3	KLMA_40482	2.99268E-05	2.23725E-05	3.51517E-05	3.09527E-05	2.33117E-05	3.10714E-05	3.76643E-05	3.79872E-05	5.89937E-05	3.4501E-05	2.50019E-05	3.03718E-05
W0TDE9	KLMA_40125	2.9568E-05	3.27744E-05	4.28524E-05	6.26892E-05	3.00311E-05	4.05719E-05	5.94788E-05	3.37313E-05	1.4149E-05	1.18626E-05	1.10251E-05	4.21888E-05
W0T7Z3	KLMA_10592	1.43295E-05	7.74837E-06	1.08514E-05	2.81248E-06	4.89381E-06	1.23781E-06	8.8383E-06	5.94155E-06	4.04549E-06	1.11929E-05	6.22165E-06	7.94282E-06
W0T3V3	KLMA_10458	1.26432E-05	4.04306E-06	6.84785E-06	1.23803E-06	1.90255E-06	1.24278E-06	5.91467E-06	3.3543E-06	4.06171E-06	2.1955E-06	5.03541E-06	9.17717E-06
W0T5J7	KLMA_20242	1.2183E-05	1.10638E-05	1.87391E-05	1.28659E-05	9.86415E-06	1.12229E-05	1.78148E-05	1.27283E-05	1.76837E-05	2.51617E-05	1.91074E-05	2.32113E-05
W0TIZ7	KLMA_70281	6.68806E-06	5.65312E-06	6.80771E-06	5.7125E-06	5.6806E-06	1.04992E-05	1.14678E-05	9.525E-06	1.01E-05	1.1658E-05	9.76305E-06	1.09176E-05
W0T5T9	KLMA_10786	2.79988E-05	2.93585E-05	3.70483E-05	3.94538E-05	3.56786E-05	4.84722E-05	5.87572E-05	2.43572E-05	5.67506E-05	4.39766E-05	4.08719E-05	3.1207E-05
W0TAX2	KLMA_40164	4.37619E-06	6.14164E-06	6.67949E-06	7.72719E-06	6.37194E-06	7.75682E-06	6.55882E-06	9.17903E-06	1.01352E-05	5.22072E-06	7.1613E-06	8.20343E-06
W0T8H0	KLMA_30033	3.62194E-06	2.76465E-06	2.94316E-06	3.32375E-06	2.23943E-06	4.56454E-06	3.15353E-06	2.03508E-06	4.41883E-06	4.59588E-06	4.71054E-06	2.33261E-06
W0TFF0	KLMA_60497	9.11378E-06	7.52662E-06	9.15966E-06	9.28173E-06	5.63502E-06	8.39554E-06	8.07796E-06	7.74639E-06	7.11446E-06	9.32221E-06	6.04359E-06	8.09639E-06
W0T5N8	KLMA_10514	1.84195E-05	1.01392E-05	1.7173E-05	1.51217E-05	7.94413E-06	1.88308E-05	9.01777E-06	2.00789E-05	2.01038E-05	1.14202E-05	1.3899E-05	1.95813E-05
W0TEY4	KLMA_70354	1.47695E-05	1.44587E-05	1.70822E-05	2.07003E-05	1.22567E-05	1.82611E-05	1.92353E-05	1.99727E-05	2.79488E-05	3.22602E-05	2.99827E-05	2.28928E-05
W0T4K1	KLMA_10683	4.26934E-06	1.49225E-05	1.36208E-05	3.67166E-05	2.27727E-05	1.20398E-05	3.43689E-05	1.94911E-05	1.96313E-05	2.30123E-05	2.13877E-05	2.45001E-05
W0T382	KLMA_10435	4.75575E-06	4.65565E-06	6.22375E-06	1.05449E-05	7.71808E-06	9.7007E-06	3.84118E-06	3.46582E-06	4.01019E-06	5.59804E-06	3.8764E-06	6.97005E-06
W0THE8	KLMA_60248	5.99786E-06	5.8716E-06	7.3058E-06	6.70857E-06	4.52001E-06	6.7343E-06	0.000004509	7.13822E-06	3.28362E-06	8.42778E-06	1.07158E-05	6.68513E-06
W0TF05	KLMA_70087	4.0969E-05	4.35686E-05	6.79297E-05	8.72128E-05	5.8761E-05	5.50266E-05	6.67025E-05	4.8515E-05	5.10488E-05	4.55232E-05	2.95127E-05	6.89833E-05
W0T6B9	KLMA_20155	5.11461E-06	3.14705E-06	7.91738E-06	1.15824E-05	8.4124E-06	8.26667E-06	6.49894E-06	4.64334E-06	7.21105E-06	4.54607E-06	2.037E-06	2.76601E-06
W0TCX6	KLMA_30654	8.05613E-06	5.50123E-06	6.94214E-06	5.15688E-06	6.09628E-06	5.17666E-06	9.98362E-06	6.24394E-06	7.92293E-06	4.99486E-06	3.35779E-06	3.5445E-06
W0T4T2	KLMA_10783	8.45929E-06	1.528E-05	2.1627E-05	2.67843E-05	3.74315E-05	3.33541E-05	2.89174E-05	3.28713E-05	2.54683E-05	3.33716E-05	3.79596E-05	2.62816E-05
W0TCY6	KLMA_50631	5.66522E-06	7.11278E-06	6.9986E-06	1.06081E-05	1.1701E-05	1.19032E-05	1.00648E-05	8.18284E-06	1.13686E-05	1.46682E-05	1.36326E-05	1.0409E-05
W0TCR6	KLMA_50154	5.22298E-06	4.22777E-06	4.91119E-06	8.32104E-06	2.32034E-06	2.50052E-06	2.50629E-06	4.79854E-06	4.83304E-06	7.75066E-06	5.26545E-06	3.56708E-06
W0THR7	KLMA_60383	8.10847E-06	1.01803E-05	1.46705E-05	1.5183E-05	1.67473E-05	1.89073E-05	1.63923E-05	9.29631E-06	1.62716E-05	1.14665E-05	9.13738E-06	1.20094E-05
W0T7E5	KLMA_20278	1.36058E-05	1.05127E-05	1.21575E-05	1.24856E-05	8.4124E-06	1.64127E-05	1.98953E-05	1.73972E-05	2.20753E-05	2.05401E-05	3.395E-05	2.38622E-05
W0T5D1	KLMA_20172	8.33502E-06	1.03381E-05	9.43623E-06	8.30906E-06	5.59836E-06	8.34092E-06	1.35704E-05	1.35031E-05	1.19518E-05	1.41451E-05	2.02706E-05	1.54773E-05
W0TGY9	KLMA_80339	1.28343E-05	8.28684E-06	9.10281E-06	2.84573E-05	1.91736E-05	2.61791E-05	1.22878E-05	1.79968E-05	9.1297E-06	2.16578E-05	5.88227E-06	1.5369E-05
W0T4J6	KLMA_20074	6.68707E-07	8.39573E-07	9.63483E-07	3.61467E-06	2.88693E-06	4.3012E-06	3.88077E-07	3.19914E-06	1.74947E-06	4.02903E-06	3.74459E-06	2.36409E-06
0	0	4.67009E-05	3.82046E-05	5.8676E-05	8.01389E-05	4.21008E-05	5.45063E-05	5.66503E-05	9.05364E-05	0.000140602	9.98483E-05	9.27991E-05	7.08553E-05
W0TEV0	KLMA_60317	5.08312E-06	6.46874E-06	6.16068E-06	1.16677E-05	1.05512E-05	9.29674E-06	9.90349E-06	5.61642E-06	7.57935E-06	1.03229E-05	1.08132E-05	6.43755E-06
W0T8R1	KLMA_30722	6.78483E-06	5.07215E-06	7.36583E-06	8.70533E-06	5.86535E-06	9.6371E-06	1.05929E-05	4.29665E-06	7.52054E-06	3.83335E-06	4.22319E-06	2.72026E-06
W0T6Z2	KLMA_20742	2.97858E-05	2.53381E-05	3.67963E-05	2.03651E-05	1.84165E-05	1.72461E-05	3.32605E-05	1.40537E-05	3.33334E-05	2.64748E-05	3.63158E-05	3.09948E-05
W0T459	KLMA_10181	2.33161E-06	4.05931E-06	5.28893E-06	5.10728E-06	6.03764E-06	7.34986E-06	6.21471E-06	4.01055E-06	7.84672E-06	7.30103E-06	6.78558E-06	5.18102E-06
W0T4F1	KLMA_10079	1.27608E-05	1.16272E-05	9.49448E-06	1.08994E-05	1.48278E-05	1.61482E-05	1.32628E-05	1.37712E-05	1.34422E-05	2.00428E-05	1.47858E-05	8.62119E-06
W0T4B9	KLMA_10049	7.82237E-06	6.6119E-06	4.53806E-06	6.68136E-06	6.64404E-06	1.1065E-05	1.19993E-05	6.03775E-06	8.2401E-06	5.38671E-06	5.00642E-06	6.92048E-06
W0TC29	KLMA_50311	6.34069E-06	5.23646E-06	3.43426E-06	1.90071E-06	2.73468E-06	3.28437E-06	1.01403E-06	6.13265E-06	7.27293E-06	3.64688E-06	6.02781E-06	5.36787E-06
W0T6U3	KLMA_20320	4.01046E-06	2.37975E-06	2.41065E-06	1.91269E-06	1.72967E-06	1.42911E-07	1.62349E-06	2.81856E-06	3.52849E-06	1.48713E-06	1.98144E-06	2.03057E-06
W0TDH9	KLMA_50197	7.76173E-07	4.77584E-07	1.18469E-06	6.00879E-07	6.44118E-07	4.02044E-07	1.16329E-06	1.75497E-06	2.72545E-06	1.36663E-06	1.12695E-06	9.698E-07
W0T8A2	KLMA_30365	6.09634E-06	7.51875E-06	1.41329E-05	1.71263E-05	1.61336E-05	1.7192E-05	2.08399E-05	2.36893E-05	1.40161E-05	2.66904E-05	8.10309E-06	2.29063E-05
W0TAW5	KLMA_40531	5.01355E-06	3.9168E-06	7.73728E-06	2.56113E-06	1.0846E-06	8.39819E-07	4.46775E-06	4.87526E-06	9.26634E-06	5.49289E-06	5.10509E-06	5.58804E-06
W0TFT2	KLMA_80186	5.46254E-06	2.47642E-06	2.79571E-06	2.75176E-06	3.19148E-06	3.70752E-06	4.4942E-06	6.28961E-06	5.07638E-06	5.27978E-06	7.36197E-06	3.32427E-06
W0T8M4	KLMA_20708	7.37209E-06	7.75376E-06	8.84141E-06	8.85902E-06	1.19641E-05	1.37121E-05	1.3581E-05	6.89032E-06	8.34345E-06	7.54068E-06	9.17743E-06	6.15798E-06
W0TB60	KLMA_50016	6.35826E-06	7.44852E-06	1.05425E-05	1.15845E-05	1.0913E-05	1.16289E-05	1.40964E-05	9.0101E-06	8.12879E-06	1.13474E-05	7.8576E-06	1.03274E-05
W0T651	KLMA_10659	1.22924E-05	1.65308E-05	9.14599E-06	1.73215E-05	1.16707E-05	1.05396E-05	6.1595E-06	1.60435E-05	1.47347E-05	1.34676E-05	1.42431E-05	1.37009E-05
W0TF02	KLMA_70082	1.82632E-05	1.01392E-05	1.57378E-05	1.7773E-05	1.19748E-05	1.3911E-05	1.46532E-05	1.37097E-05	1.29054E-05	1.15085E-05	1.0696E-05	1.4058E-05
W0TFA8	KLMA_70444	1.47067E-05	9.52496E-06	1.83577E-05	2.17307E-06	2.52031E-06	3.75498E-06	8.09489E-06	7.01139E-06	1.67892E-05	4.16944E-06	3.87508E-06	4.43899E-06
W0TAM9	KLMA_30546	8.86451E-06	7.62613E-06	5.41131E-06	8.13471E-06	1.0113E-05	1.3808E-05	4.5209E-06	3.67556E-06	5.70811E-06	1.02194E-05	4.65476E-06	5.65451E-06
W0T5T0	KLMA_10549	1.85429E-06	2.53803E-06	2.01308E-06	5.20923E-06	3.95579E-06	5.2292E-06	2.89505E-06	9.67101E-06	1.03008E-05	6.5442E-06	6.08218E-06	4.12038E-06
W0TF68	KLMA_70429	1.44479E-05	7.51168E-06	1.11206E-05	3.42618E-06	2.30844E-06	2.16173E-06	1.02882E-05	5.83461E-06	1.35943E-05	1.24748E-06	3.78731E-07	5.56412E-07
W0TFG9	KLMA_80061	8.2678E-06	5.29943E-06	6.26103E-06	4.96771E-06	3.90373E-06	8.58402E-06	9.23228E-06	7.32047E-06	7.14559E-06	7.43189E-06	6.00214E-06	4.58283E-06
W0TGP9	KLMA_70400	2.14686E-06	1.75628E-06	1.69539E-06	2.8725E-06	3.0792E-06	5.54829E-06	2.60424E-06	3.81417E-06	3.94814E-06	3.20178E-06	2.58582E-06	1.69283E-06
W0T5Q1	KLMA_10524	5.32608E-06	5.74999E-06	4.82332E-06	1.20613E-05	1.00812E-05	7.03372E-06	7.19274E-06	7.38494E-06	1.00787E-05	1.19282E-05	8.46588E-06	8.46463E-06
W0TGP2	KLMA_70123	8.35422E-06	8.17837E-06	1.38519E-05	8.40742E-06	3.77569E-06	5.62535E-06	1.62766E-05	1.32331E-05	1.63123E-05	1.11085E-05	1.3857E-05	9.1939E-06
W0TC44	KLMA_40574	1.68171E-05	2.69519E-05	1.88929E-05	4.7244E-05	2.82426E-05	3.69783E-05	4.48246E-05	2.20898E-05	3.43052E-05	4.67227E-05	1.98327E-05	3.31558E-05
W0TBJ5	KLMA_10229 KLMA_50136	1.27378E-05	6.11116E-06	6.8991E-06	5.72863E-06	6.98781E-06	9.14919E-06	8.26307E-06	6.28961E-06	6.13935E-06	7.56907E-06	7.0347E-06	7.20916E-06
W0TI65	KLMA_60508	1.38423E-06	1.1324E-06	1.2439E-06	3.56371E-06	2.18949E-06	4.24056E-06	9.4417E-07	2.03347E-06	4.83079E-07	5.09444E-06	4.02846E-06	2.33076E-06
W0TGV0	KLMA_80299	2.20798E-06	1.05931E-06	1.33677E-06	6.61875E-07	6.69053E-07	6.64414E-07	8.05392E-07	1.9129E-06	1.92666E-06	3.08974E-06	2.3463E-06	3.08379E-06
W0TDP3	KLMA_60476	3.79661E-06	3.43522E-06	4.47579E-06	2.24623E-06	2.53049E-06	4.93702E-06	2.20332E-06	2.9826E-06	4.63194E-06	4.81753E-06	3.33593E-06	4.38447E-06
W0TFI3	KLMA_60512	5.33333E-07	1.7055E-07	6.8951E-07	8.70404E-07	5.86449E-07	6.09475E-07	8.93496E-07	8.06184E-07	1.42467E-06	1.67004E-06	1.05165E-06	1.05149E-06
W0TDS4	KLMA_60209	7.13545E-08	1.0014E-07	1.18311E-07	6.54801E-08	1.44116E-08	2.14716E-08	2.60276E-08	3.41365E-07	1.26541E-06	5.51377E-07	1.30522E-07	2.27304E-07
W0TF43	KLMA_70127	4.60056E-06	3.29204E-06	1.05811E-06	1.79275E-06	1.62121E-06	7.89015E-07	9.56432E-07	2.64182E-06	1.34018E-06	8.76103E-07	4.23176E-07	1.41802E-06
0	0	7.36239E-06	5.46147E-06	6.61599E-06	7.33945E-06	4.94507E-06	1.57328E-05	8.93089E-06	8.71844E-06	7.86566E-06	1.09801E-05	1.02049E-05	1.11703E-05
W0TIL9	KLMA_80365	3.88603E-05	3.30575E-05	3.01738E-05	1.16489E-05	2.08788E-05	2.25002E-05	2.72744E-05	3.91531E-05	4.34887E-05	3.45406E-05	2.32198E-05	2.10159E-05
W0T9T0	KLMA_40161	1.99768E-06	1.01636E-06	1.08199E-06	8.03742E-07	1.10499E-06	1.28366E-06	9.7802E-07	6.57474E-07	2.18036E-06	1.62192E-06	1.15113E-06	1.45003E-06
W0TI26	KLMA_80155	2.91411E-06	2.06345E-06	2.88981E-06	3.07744E-06	2.97253E-06	2.30166E-06	2.79004E-06	2.72367E-06	2.86593E-06	3.90331E-06	2.00381E-06	2.11523E-06
0	0	4.33294E-06	4.24173E-06	3.14985E-06	6.07284E-06	2.26006E-06	3.99146E-06	6.49399E-06	7.08632E-06	8.19934E-06	5.16912E-06	4.80418E-06	6.05162E-06
W0T6M3	KLMA_20250	3.62463E-06	4.61268E-06	2.15293E-06	4.32395E-06	7.5238E-06	5.82576E-06	1.01239E-05	5.74144E-06	4.63395E-06	3.36191E-06	6.0121E-06	3.98895E-06
W0TBH5	KLMA_50333	2.22697E-06	1.26649E-06	9.4048E-07	1.88886E-06	2.99701E-06	3.26388E-06	5.58833E-08	1.7495E-06	1.13825E-06	4.95805E-06	2.98852E-06	2.57179E-06
W0TBX1	KLMA_50493	1.03572E-05	5.26945E-06	8.04204E-06	1.08154E-05	1.01885E-05	8.29079E-06	6.01068E-06	4.12252E-06	3.32732E-06	1.05941E-05	9.84612E-06	8.5547E-06
W0T7F3	KLMA_30025	1.70451E-05	1.10057E-05	1.69029E-05	9.35504E-06	6.30311E-06	3.06762E-06	1.13835E-05	1.24218E-05	6.30155E-06	2.28311E-05	2.39156E-05	2.49813E-05
W0TAQ8	KLMA_40099	4.74709E-07	1.59023E-06	6.13719E-07	4.56346E-06	3.76309E-06	4.58096E-06	9.42716E-07	1.90886E-06	1.11438E-06	6.22541E-06	5.24653E-06	4.00591E-06
W0T7D4	KLMA_20268	2.10673E-05	2.22321E-05	2.72365E-05	1.00475E-05	1.83876E-05	2.09204E-05	1.83428E-05	1.88329E-05	1.6155E-05	1.99171E-05	2.4845E-05	2.43293E-05
W0T944	KLMA_40133	4.65609E-07	1.78958E-06	3.76012E-06	5.74051E-06	4.7337E-06	5.15522E-06	3.06256E-06	2.76329E-06	3.72905E-06	7.10109E-06	6.59976E-06	4.06208E-06
W0T670	KLMA_20659	2.28955E-06	6.86147E-06	4.4276E-06	3.61668E-06	7.45978E-06	5.44687E-06	1.05048E-05	6.77905E-06	1.57066E-06	4.03127E-06	6.66316E-06	6.8284E-06
W0TCR9	KLMA_60131	1.13653E-05	2.90564E-05	7.4447E-06	2.00682E-05	2.83894E-05	1.75055E-05	2.77875E-05	1.57587E-05	1.60239E-05	1.66659E-05	5.05971E-06	6.65007E-06
W0TEZ7	KLMA_50035	4.79916E-06	6.88079E-06	1.06802E-05	7.00685E-06	7.2103E-06	3.95503E-06	9.94415E-06	5.63949E-06	5.23802E-06	3.42419E-06	6.12349E-06	5.54226E-06
W0T3X2	KLMA_10483	2.89709E-06	2.11306E-06	4.38024E-06	4.2298E-06	2.12333E-06	3.68965E-06	1.68129E-06	4.644E-06	2.84919E-06	7.50104E-06	5.61975E-06	7.63098E-06
W0TEU3	KLMA_70017	1.58764E-06	1.28512E-06	2.40042E-06	1.45693E-06	2.003E-06	2.32687E-06	2.10151E-06	1.5996E-06	2.48417E-06	3.70399E-06	1.5093E-06	1.36604E-06
W0T9P5	KLMA_30478	1.21012E-06	1.18465E-06	2.00647E-06	2.59607E-06	3.20252E-06	2.60603E-06	2.28494E-06	2.34599E-06	2.38547E-06	2.89367E-06	3.52176E-06	4.14615E-06
W0T9A1	KLMA_30071	2.79748E-06	2.46766E-06	3.31752E-06	4.93961E-06	3.78715E-06	4.30882E-06	5.22309E-06	5.98086E-06	3.94415E-06	4.10218E-06	3.21631E-06	3.39516E-06
W0T9B9	KLMA_40198	7.29888E-06	5.49653E-06	9.30963E-06	1.02298E-05	6.05708E-06	1.29373E-05	8.15033E-06	5.3909E-06	8.372E-06	1.14024E-05	1.05974E-05	1.24763E-05
W0T7J6	KLMA_30075	4.43496E-06	7.47348E-06	3.22402E-06	4.51669E-06	5.85554E-06	3.65489E-06	1.35628E-05	1.05227E-05	4.84051E-06	1.1023E-05	6.70784E-06	6.87419E-06
W0T8P1	KLMA_30697	3.95835E-06	4.43329E-06	4.41859E-06	1.63001E-06	3.36208E-06	3.9057E-06	2.97576E-06	2.33315E-06	2.62083E-06	2.72583E-06	3.00304E-06	4.41192E-06
W0T6Q3	KLMA_20023	1.49329E-06	7.16427E-07	1.21343E-06	7.46058E-06	5.02669E-06	4.70723E-06	4.2471E-07	2.89495E-06	3.74053E-07	6.39701E-06	4.34584E-06	3.70909E-06
W0TBX9	KLMA_50503	1.02198E-05	8.36046E-06	1.03506E-05	1.01879E-05	1.18159E-05	1.37264E-05	2.82477E-06	7.03054E-06	1.09184E-05	9.57985E-06	1.41655E-05	9.39861E-06
W0TI04	KLMA_80130	1.175E-05	1.15026E-05	8.98365E-06	6.95176E-06	5.66463E-06	4.38619E-06	1.02304E-05	8.02119E-06	1.24568E-05	1.11085E-05	1.03242E-05	1.05803E-05
W0T4L3	KLMA_10698	8.94272E-06	8.09147E-06	9.55969E-06	8.84644E-06	3.56481E-06	8.88036E-06	9.22966E-06	6.1048E-06	5.6702E-06	8.45448E-06	1.35258E-05	1.03274E-05
W0TCK6	KLMA_50501	1.7981E-05	2.80056E-05	3.39257E-05	3.17497E-05	2.95748E-05	3.77799E-05	5.34126E-05	3.02911E-05	3.4026E-05	4.19499E-05	3.28908E-05	3.47197E-05
W0T6D8	KLMA_20734	6.72365E-07	1.69986E-06	3.14166E-06	6.1701E-07	2.71762E-06	2.8959E-06	5.23717E-07	1.30347E-06	2.02428E-06	2.82581E-06	4.60802E-06	6.13877E-06
W0T992	KLMA_40173	1.05558E-05	2.10854E-05	4.4303E-05	3.51515E-05	4.07685E-05	4.11547E-05	3.60841E-05	2.82918E-05	8.58382E-06	3.30534E-05	2.54011E-05	5.34989E-05
W0T833	KLMA_20498	3.66048E-06	2.79406E-06	2.45948E-06	3.62107E-06	3.19487E-06	4.18307E-06	2.63528E-06	3.68806E-06	5.08178E-06	2.41395E-06	5.53644E-06	2.45576E-06
W0TCH5	KLMA_50471	2.58729E-06	2.89772E-06	2.38807E-06	8.3073E-07	7.17846E-07	8.33916E-07	1.60828E-06	2.51592E-06	2.03062E-06	3.2256E-06	1.96287E-06	3.20038E-06
W0T871	KLMA_20553	1.17856E-05	1.61314E-05	2.73222E-05	3.73163E-05	3.43965E-05	2.17615E-05	2.22535E-05	1.74479E-05	1.30636E-05	1.68551E-05	1.89454E-05	1.44654E-05
W0T4B1	KLMA_10623	5.01719E-06	3.75071E-06	7.31061E-06	7.78528E-06	1.19641E-05	1.59466E-05	9.4734E-06	8.54766E-06	4.33619E-06	1.57104E-05	1.11502E-05	8.51357E-06
W0T938	KLMA_20156	2.34908E-06	3.79387E-06	5.74858E-06	7.59433E-06	8.14082E-06	6.62453E-06	9.24103E-06	4.55403E-06	5.11554E-06	2.76512E-06	4.94487E-06	6.83541E-06
W0T9W1	KLMA_40191	3.3426E-06	1.90096E-06	2.55564E-06	1.97762E-06	1.9102E-06	3.81981E-06	4.02359E-06	5.05265E-06	3.54368E-06	4.24142E-06	2.937E-06	4.78865E-06
W0T8D0	KLMA_30577	2.85111E-06	6.88771E-06	7.90424E-06	2.61639E-06	9.02318E-06	1.15265E-05	9.74632E-06	1.36399E-05	4.01977E-06	1.95475E-05	1.00349E-05	3.24281E-05
W0T7K3	KLMA_20575	1.18016E-05	6.71162E-06	9.02309E-06	8.44432E-06	9.05198E-06	1.00482E-05	1.02753E-05	6.9076E-06	9.04974E-06	9.41233E-06	1.03695E-05	9.23426E-06
W0T9I6	KLMA_30423	1.16169E-06	8.13376E-07	1.05203E-06	2.33413E-06	2.19884E-06	2.34308E-06	1.2972E-06	1.61075E-06	1.63786E-06	3.63761E-06	2.72529E-06	1.84625E-06
W0T875	KLMA_20558	3.9333E-05	4.65678E-05	5.25719E-05	3.60948E-05	4.06626E-05	2.92078E-05	5.31182E-05	4.79275E-05	7.44309E-05	5.76772E-05	4.52218E-05	5.49346E-05
W0TF72	KLMA_60427	7.52512E-06	5.02993E-06	1.35542E-05	8.74928E-06	5.05438E-06	6.35274E-06	9.12829E-06	6.94819E-06	1.07905E-05	9.75225E-06	1.11299E-06	6.92048E-06
W0TGH6	KLMA_80149	5.7443E-06	4.18975E-06	4.46027E-06	3.31326E-06	3.0863E-06	7.58603E-06	2.09531E-06	5.78759E-06	6.42847E-06	4.37771E-06	1.78383E-06	2.62071E-06
W0TFA6	KLMA_60210	1.86267E-06	9.47675E-07	1.39478E-06	2.71953E-06	1.83233E-06	1.41879E-06	5.61798E-07	2.13554E-06	2.17148E-06	2.63409E-06	2.81728E-06	1.86922E-06
W0T6S6	KLMA_20305	7.97864E-06	5.0357E-06	5.36085E-06	3.80522E-06	4.55956E-06	1.5479E-06	9.60415E-06	5.44667E-06	8.45862E-06	4.24142E-06	7.01051E-06	1.02995E-05
W0TDA4	KLMA_40080	1.077E-05	9.0399E-06	1.29166E-05	1.13737E-05	1.47451E-05	2.60411E-05	2.20192E-05	3.08158E-05	4.78565E-05	3.88097E-05	3.60698E-05	2.39318E-05
W0T4T5	KLMA_10179	3.66437E-06	4.08198E-06	5.27967E-06	6.4703E-06	5.16764E-06	7.6992E-06	4.09183E-06	4.46506E-06	3.60378E-06	1.30568E-05	1.8711E-05	1.04429E-05
W0T517	KLMA_20259	5.16592E-06	5.05718E-06	6.26103E-06	5.19882E-06	4.84269E-06	6.18623E-06	6.3261E-06	4.25272E-06	8.86432E-06	5.79478E-06	5.38567E-06	7.44474E-06
W0T899	KLMA_30527	2.40063E-06	1.6393E-06	3.56095E-06	2.95681E-06	1.32788E-06	1.97839E-06	4.97426E-06	2.82098E-06	3.75625E-06	5.96674E-06	6.98645E-06	5.33439E-06
W0T827	KLMA_20493	4.23696E-06	4.91671E-06	3.65108E-06	7.03919E-06	2.6197E-06	3.90305E-06	3.15353E-06	4.26888E-06	7.54387E-06	6.89515E-06	4.02789E-06	4.25186E-06
W0TI75	KLMA_60523	2.58894E-06	9.81373E-07	7.28754E-07	1.23473E-06	2.10581E-06	2.5291E-06	1.78099E-06	2.60845E-06	2.39565E-06	2.49164E-06	1.51624E-06	2.63791E-07
W0TDZ5	KLMA_60304	1.464E-06	1.55062E-06	1.21105E-06	7.55432E-07	9.05189E-07	2.05975E-06	7.16745E-07	5.21312E-07	1.67925E-06	2.00989E-06	2.67795E-06	2.04471E-06
W0T598	KLMA_20132	8.92622E-06	2.15639E-05	1.48004E-05	2.50763E-05	2.68808E-05	1.58218E-05	3.4722E-05	2.48081E-05	2.00228E-05	1.17098E-05	8.48577E-06	1.24669E-05
W0T8Z5	KLMA_40083	6.57547E-06	7.70297E-06	1.19564E-05	6.61734E-06	1.2446E-05	1.35543E-05	5.36709E-06	5.41309E-06	1.91549E-06	2.85606E-06	8.12602E-06	9.47606E-06
W0T7F7	KLMA_20288	7.93515E-06	4.64595E-06	9.51669E-06	9.53565E-06	5.64609E-06	6.26745E-06	1.0197E-05	8.29028E-06	4.66738E-06	4.85438E-06	2.83575E-06	5.75979E-06
W0T8M2	KLMA_30677	4.86313E-06	4.01622E-06	3.07204E-06	3.76482E-06	5.78563E-06	3.77926E-06	1.77389E-06	5.30126E-06	1.56231E-06	6.67646E-06	7.95814E-06	4.73781E-06
W0TB85	KLMA_50041	4.62711E-06	3.15968E-06	3.3637E-06	1.38704E-06	1.60869E-06	1.8688E-06	1.6878E-06	1.64765E-06	1.48649E-06	3.99273E-06	4.39879E-06	5.12959E-06
W0TAJ7	KLMA_30511	4.61775E-07	1.47667E-07	2.50108E-07	0	0	0	0	0	1.39026E-06	0	4.38989E-07	3.35183E-07
0	0	1.88622E-07	6.03179E-08	0	0	0	0	0	0	0	1.92936E-07	0	0
W0TAG0	KLMA_30491	5.43396E-06	5.80469E-06	6.7129E-06	4.12322E-06	4.64501E-06	7.96408E-06	4.04445E-06	6.22999E-06	6.33483E-06	2.88868E-06	2.00028E-06	7.14083E-06
W0TG27	KLMA_70175	3.98036E-06	2.71804E-06	2.89354E-06	3.89139E-06	2.62188E-06	1.12137E-06	1.35931E-06	2.35991E-06	1.9047E-06	1.98102E-06	4.03125E-06	2.01533E-06
W0T8B2	KLMA_30552	2.45949E-06	1.85216E-06	1.12378E-06	1.26911E-06	1.28287E-06	2.26566E-06	1.54429E-06	2.3788E-06	3.69425E-06	2.51574E-06	2.72698E-06	1.00383E-06
W0T6F5	KLMA_20749	4.24848E-06	4.64899E-06	5.49257E-06	1.19352E-05	9.97573E-06	8.11768E-06	1.92244E-06	3.33758E-06	3.25784E-06	7.72837E-06	7.18276E-06	3.82554E-06
W0T7T0	KLMA_30387	4.67095E-06	3.34241E-06	7.02281E-06	1.26966E-06	1.64602E-06	2.45238E-06	4.72961E-06	7.39881E-06	5.97163E-06	5.23956E-06	7.74761E-06	5.14043E-06
W0TCR0	KLMA_40577	2.91872E-05	4.40565E-05	3.16865E-05	4.52904E-05	3.05151E-05	4.5464E-05	5.51108E-05	3.12542E-05	4.85375E-05	5.04822E-05	4.69182E-05	3.58236E-05
