Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
W0TCE1	KLMA_40442	3.7322E-07	8.32514E-08	4.60605E-08	1.50161E-07	5.25809E-08	7.83395E-08	3.10201E-08	1.03624E-07	3.67049E-07	2.84148E-08	2.64087E-08	2.01639E-08
W0TEY2	KLMA_70062	5.74368E-07	5.62278E-07	9.52346E-07	3.10472E-06	2.09186E-06	1.61975E-06	0	1.11349E-06	3.32732E-06	3.46063E-06	5.46026E-07	1.27629E-06
W0TIA9	KLMA_70011	4.55189E-07	4.45607E-07	1.20079E-06	1.27875E-06	1.37077E-06	1.28366E-06	2.64163E-07	8.82448E-07	7.1223E-07	0	2.24894E-07	5.25669E-07
W0T8X1	KLMA_30203	6.76584E-07	4.62014E-07	7.82527E-07	4.33094E-07	1.28064E-06	1.908E-06	1.7215E-07	2.98872E-07	1.51617E-07	4.82742E-07	4.48661E-07	6.59149E-07
W0T8U7	KLMA_30178	5.52064E-08	1.03989E-07	2.9901E-08	9.13543E-07	6.15514E-07	1.45902E-06	6.16465E-08	1.07025E-07	0	1.72869E-07	3.09141E-07	4.0072E-08
W0TDE5	KLMA_60079	2.06476E-06	2.71294E-06	2.38807E-06	1.32169E-06	5.24546E-06	2.55287E-06	0	2.79216E-06	4.62694E-07	0	0	3.20038E-06
W0T2L7	KLMA_10185	7.286E-08	2.18352E-07	2.05092E-08	3.25652E-07	6.71691E-07	8.06706E-07	0	1.41249E-07	3.72401E-08	0	1.102E-07	2.74855E-08
W0T7S8	KLMA_20650	2.88901E-07	5.44186E-07	4.7902E-07	1.56164E-06	1.05218E-06	2.4941E-06	0	5.60076E-07	8.69792E-07	2.95508E-07	3.6899E-06	6.4196E-07
W0T4N5	KLMA_10159	5.45755E-07	5.34267E-07	9.04904E-07	2.60284E-07	5.36864E-07	7.99867E-07	9.69586E-07	1.05802E-06	8.53939E-07	1.70893E-06	8.2545E-07	6.30259E-07
W0TH90	KLMA_80112	3.61011E-07	3.53412E-07	5.98584E-07	5.27082E-07	1.16006E-07	1.72836E-07	6.41371E-07	1.18816E-07	1.84519E-07	1.13044E-06	5.46026E-07	8.02194E-07
W0TIH4	KLMA_70086	5.61591E-07	7.37889E-07	4.08251E-07	3.59485E-07	0	3.60863E-07	4.37433E-07	4.77332E-07	1.17939E-06	1.3089E-07	3.72405E-07	9.28832E-08
W0TF61	KLMA_70147	1.15738E-06	8.83437E-07	7.77646E-07	4.30393E-07	5.57971E-07	1.4113E-07	1.71076E-07	9.09233E-07	8.87512E-07	0	4.45862E-07	3.40431E-07
W0THT3	KLMA_80050	3.13153E-07	1.80577E-06	1.58953E-06	8.79733E-07	1.81454E-06	2.70346E-06	2.05977E-06	1.85849E-06	3.07975E-07	9.8058E-07	0	6.95848E-07
W0TA31	KLMA_30376	4.88318E-06	9.33932E-07	1.58183E-06	0	5.89864E-07	2.87076E-07	0	1.16247E-06	9.3824E-07	1.87764E-06	2.96259E-07	6.92479E-07
W0TBF6	KLMA_30124	3.65892E-06	8.16168E-07	2.65987E-06	2.34214E-06	1.57806E-06	2.35113E-06	9.30974E-07	3.10995E-06	2.51007E-06	5.02324E-06	2.42633E-06	1.85258E-06
W0TDL8	KLMA_60451	1.45847E-06	9.95935E-07	1.06024E-06	3.04966E-07	3.7052E-06	2.86898E-06	0	1.23965E-06	1.92516E-06	3.39925E-07	3.15927E-07	2.26063E-06
W0T5G7	KLMA_10444	1.55536E-06	9.5702E-07	1.62093E-06	2.74635E-06	1.8504E-06	1.43278E-06	1.7368E-06	3.01528E-06	4.99669E-07	5.19688E-07	0	1.12897E-06
0	0	3.16905E-06	1.25716E-06	4.09705E-06	1.17847E-06	3.48466E-06	1.18299E-06	1.434E-06	2.65652E-07	1.26296E-06	0	0	3.0449E-07
W0TE72	KLMA_50467	1.6518E-06	5.28216E-07	2.73881E-06	1.51581E-06	1.0213E-06	2.92783E-06	1.84449E-06	1.04604E-06	5.30652E-07	1.68958E-06	3.02147E-06	1.19897E-06
0	0	3.95432E-06	7.44852E-06	2.14175E-06	3.62877E-06	2.44494E-06	1.18991E-06	4.41561E-06	4.81837E-06	1.27035E-06	1.32125E-06	1.22797E-06	2.87027E-06
W0TBS2	KLMA_40247	0	1.33805E-05	2.99992E-06	9.77997E-06	1.04837E-05	1.66669E-06	1.19006E-05	3.50754E-06	1.77936E-06	1.85065E-06	0	7.73573E-06
W0TFT3	KLMA_60390	2.01826E-06	1.97577E-06	5.32416E-06	0	6.07785E-06	0	6.89926E-06	3.91268E-06	0	0	5.87364E-06	7.13518E-06
W0TCP1	KLMA_60101	2.30391E-08	2.25541E-08	0	1.16711E-06	1.2511E-06	1.86399E-06	0	1.36732E-07	2.12343E-07	2.20851E-07	6.70495E-08	5.11946E-08
W0TAN3	KLMA_30551	6.16188E-07	1.5364E-07	4.14017E-07	4.40899E-07	2.97062E-07	2.30019E-07	0	1.58126E-07	2.45568E-07	2.55407E-07	4.56745E-07	1.81245E-07
W0T6N9	KLMA_10137	7.61181E-07	3.48954E-07	2.59129E-07	2.28175E-07	1.53737E-07	4.40725E-07	0	3.02976E-07	7.9879E-08	8.30795E-08	2.36376E-07	1.80481E-07
W0T4E7	KLMA_10074	2.10411E-06	9.64604E-07	2.81232E-06	2.06035E-07	8.17703E-07	1.21828E-06	2.50711E-07	4.35263E-07	2.06932E-06	0	0	0
W0TBP8	KLMA_50418	1.32251E-06	1.29467E-06	1.13963E-06	0	8.17703E-07	1.21828E-06	0	8.37508E-07	2.20807E-07	0	1.25725E-06	1.62969E-07
W0T6Y8	KLMA_20340	1.23349E-06	7.58971E-07	6.68085E-07	1.13194E-06	7.6266E-07	1.13628E-06	4.49931E-07	1.50301E-06	1.21309E-06	1.2617E-06	1.17262E-06	8.95336E-07
W0TEN7	KLMA_60504	3.15678E-06	4.91671E-06	5.23417E-06	8.86827E-06	1.01439E-06	0	1.832E-06	3.18056E-06	1.61349E-06	1.67813E-06	9.18701E-06	1.19085E-06
W0TKF5	KLMA_80343	3.86683E-07	8.63402E-07	3.33213E-07	1.84419E-07	0	5.66729E-07	2.24407E-07	3.89597E-07	6.0504E-07	1.92643E-06	1.12535E-06	1.36705E-06
W0TA62	KLMA_20526	4.14647E-07	4.05919E-07	6.87517E-07	2.24136E-06	2.40265E-06	1.16933E-06	1.41744E-06	8.03853E-07	2.40205E-06	1.29839E-06	1.20673E-06	3.00975E-07
W0TEF4	KLMA_60449	2.99273E-06	1.70199E-06	2.8827E-06	0	7.49833E-07	3.64931E-07	0	1.47773E-06	3.89601E-07	1.24048E-06	2.21834E-06	2.6948E-06
W0TAZ8	KLMA_40571	4.46483E-06	5.60567E-06	3.84744E-06	2.12939E-06	4.39209E-06	0	8.46406E-07	4.49847E-06	7.45451E-07	7.75318E-07	0	5.50189E-07
W0T6R3	KLMA_20290	3.36735E-06	1.71321E-06	0	1.60597E-06	1.83697E-07	0	1.01562E-06	5.75975E-07	2.9219E-07	9.30322E-07	0	2.89734E-06
W0TC91	KLMA_50608	2.62887E-06	3.19254E-06	5.76987E-07	3.19337E-07	6.58667E-07	9.81339E-07	3.8858E-07	2.9607E-06	0	3.55944E-07	1.01273E-06	7.73251E-07
W0T505	KLMA_20027	5.04522E-06	4.93902E-06	4.34757E-06	0	1.62121E-06	2.41542E-06	8.96331E-06	5.08323E-06	0	2.68202E-06	7.63085E-06	1.78364E-05
W0T649	KLMA_20075	3.24434E-06	1.99626E-06	3.38112E-06	9.72537E-07	6.55262E-07	0	1.18342E-06	2.05455E-06	1.04226E-06	3.31853E-06	5.93453E-06	4.53122E-06
W0TGV1	KLMA_70440	1.06529E-06	3.40661E-07	1.11021E-06	1.88102E-06	2.01638E-06	1.88824E-06	1.18956E-06	6.7462E-07	3.42232E-07	1.08966E-06	1.01273E-06	1.48785E-06
W0TFZ1	KLMA_80246	5.56917E-07	5.45194E-07	6.44122E-07	3.56493E-07	2.40193E-07	3.5786E-07	4.33793E-07	8.03613E-08	0	1.29801E-07	3.69306E-07	5.42566E-07
W0TD03	KLMA_30684	3.56311E-06	6.0043E-06	2.59022E-06	2.28081E-06	2.9569E-06	7.47902E-07	9.06596E-07	1.57396E-06	0	8.30453E-07	0	5.89314E-07
W0THK2	KLMA_70438	1.53204E-07	4.59133E-07	2.54024E-07	1.40591E-07	5.57971E-07	8.31314E-07	5.23717E-07	2.97008E-07	8.87512E-07	4.79731E-07	1.45644E-07	1.11204E-07
W0TED2	KLMA_40435	5.04522E-06	3.29204E-06	2.41099E-07	0	3.69774E-06	4.1006E-07	1.52168E-06	8.62969E-07	0	0	1.29547E-06	1.90324E-06
W0T5E4	KLMA_10419	2.44851E-06	9.7132E-07	1.03404E-06	2.97428E-07	2.00397E-07	9.14011E-07	0	1.20901E-06	1.87758E-06	1.0149E-06	1.81494E-06	1.38577E-06
W0T9R9	KLMA_40338	1.14752E-06	7.06072E-07	1.90267E-06	2.02621E-06	7.09504E-07	3.45304E-07	1.28138E-06	1.39826E-06	3.68647E-07	2.25848E-06	2.09903E-06	2.72084E-07
W0T8R7	KLMA_20026	1.43428E-06	1.40409E-06	5.42418E-06	4.02928E-06	4.31923E-06	6.86666E-07	2.54813E-06	2.78055E-06	2.2442E-06	7.62457E-07	7.08629E-07	3.18707E-06
0	0	2.1154E-07	1.07625E-07	1.82288E-07	3.08851E-07	2.08093E-07	9.49114E-07	0	2.13134E-07	1.08122E-07	1.12454E-07	1.40417E-06	7.4786E-07
W0T6R7	KLMA_20657	7.09402E-08	2.26854E-08	1.17624E-07	6.50999E-08	4.38621E-08	2.00055E-07	2.42504E-07	4.21015E-07	6.53831E-07	2.22136E-07	2.06454E-07	1.57634E-07
W0T710	KLMA_30107	4.94266E-08	4.83862E-08	2.50883E-07	8.179E-07	9.35544E-08	8.21036E-07	1.68961E-07	5.64421E-07	4.55548E-07	9.11659E-07	8.47297E-07	1.02928E-06
W0TB73	KLMA_30024	1.78715E-06	3.62886E-06	7.54737E-07	0	1.46268E-07	0	2.64163E-07	4.58619E-07	0	7.40766E-07	2.24894E-07	5.25669E-07
W0TFL8	KLMA_60542	3.74844E-07	1.61045E-06	6.2152E-07	1.05304E-06	2.31765E-07	3.45304E-07	4.18572E-07	1.39826E-06	2.17148E-06	1.17376E-06	2.09903E-06	8.32933E-07
W0TBC0	KLMA_50076	3.77608E-06	8.42302E-07	1.52229E-07	7.89578E-07	1.02363E-06	7.92605E-07	1.84869E-06	5.44876E-07	0	0	2.67192E-07	1.2017E-06
W0TGQ0	KLMA_80239	1.05493E-06	3.99887E-07	1.54329E-07	8.54141E-08	0	0	3.18176E-07	3.47198E-07	9.15379E-08	9.52055E-08	2.70877E-07	9.07685E-07
W0T4C9	KLMA_10830	1.07346E-05	3.43273E-06	1.89922E-06	7.33945E-06	1.12678E-06	5.48383E-07	0	3.76986E-07	0	0	0	0
W0T557	KLMA_20299	8.70042E-06	1.63885E-05	7.49734E-06	1.35545E-06	0	1.36065E-06	5.04919E-06	5.50974E-06	0	0	1.40417E-06	1.07213E-06
W0T677	KLMA_20110	3.49072E-07	5.88232E-07	2.5376E-07	2.23448E-07	4.91788E-08	7.32708E-08	8.88178E-08	2.96699E-07	0	2.49063E-07	2.31479E-07	5.41062E-07
W0TI19	KLMA_60483	2.73695E-06	6.11116E-06	2.35849E-06	3.99598E-06	5.18048E-06	4.01131E-06	9.35605E-06	5.30596E-06	1.3989E-06	0	1.35224E-06	3.16073E-06
W0TB33	KLMA_30726	9.82082E-06	4.63511E-06	4.56069E-06	0	0	0	2.14249E-06	3.96902E-07	6.16384E-07	1.96254E-06	0	1.39268E-06
W0T867	KLMA_20795	1.14131E-06	1.11728E-06	6.18157E-07	1.04735E-06	0	3.43435E-07	1.27444E-06	7.22757E-07	2.15973E-06	3.81342E-07	1.08499E-06	8.28426E-07
W0TEI6	KLMA_60187	3.45294E-07	1.10419E-07	1.87019E-07	0	0	0	1.25951E-07	2.18665E-07	0	1.55004E-06	3.28255E-07	1.09995E-06
W0TCD4	KLMA_50039	2.14273E-06	1.63556E-06	2.06395E-06	2.60284E-07	5.36864E-07	7.99867E-07	0	1.79618E-07	0	0	1.58829E-06	1.21271E-06
W0T443	KLMA_10735	3.66437E-06	3.58723E-06	3.36939E-07	5.70876E-07	1.17749E-06	0	6.94661E-07	1.20601E-06	1.87293E-06	1.94797E-06	0	2.65981E-06
W0TE67	KLMA_40365	2.13784E-06	1.55928E-06	6.01776E-07	3.33057E-07	1.32182E-06	1.0235E-06	4.05274E-07	2.29837E-07	1.09269E-06	3.71236E-07	2.03235E-06	1.55177E-06
W0TAV5	KLMA_50113	4.99933E-08	7.78649E-08	1.40725E-08	2.3843E-08	9.46271E-08	2.39345E-08	0	4.72048E-07	1.50514E-07	1.56545E-07	1.45493E-07	0
W0T9T5	KLMA_20386	1.25241E-06	6.37193E-07	6.78336E-07	5.97307E-07	7.74363E-07	5.99598E-07	2.37423E-07	1.34646E-07	0	6.65779E-07	1.19061E-06	4.72456E-07
W0T8U8	KLMA_20783	4.11351E-06	2.09284E-06	3.5447E-06	1.96184E-06	4.04649E-06	1.96936E-06	2.38723E-06	0	2.10249E-06	2.18673E-06	6.22165E-06	1.55177E-06
W0TBA6	KLMA_50258	3.61011E-07	1.38756E-06	9.52346E-07	1.72175E-07	6.83321E-07	0	2.09509E-07	1.5963E-06	1.84519E-07	0	5.46026E-07	4.16909E-07
W0T5C4	KLMA_10641	5.09741E-07	4.99011E-07	2.76087E-07	1.52802E-07	3.15171E-07	4.69569E-07	1.85935E-07	9.88205E-07	5.01312E-07	5.21398E-07	4.84588E-07	3.69999E-07
W0TCX4	KLMA_50214	7.54186E-08	3.83709E-08	6.49898E-08	3.5969E-08	7.41899E-08	3.6107E-08	4.37683E-08	3.33482E-07	5.17895E-07	1.22735E-07	1.1407E-07	8.70963E-08
W0TEE2	KLMA_60439	1.29649E-07	2.15469E-08	0	1.89289E-07	1.99844E-06	3.42641E-06	0	0	0	0	0	0
W0TCG6	KLMA_60016	3.59102E-07	6.7642E-07	1.14567E-06	1.00882E-06	1.30786E-06	1.01269E-06	4.00993E-07	6.96171E-07	4.74481E-06	1.12446E-06	1.04508E-06	7.97953E-07
W0TDW9	KLMA_60521	8.33717E-07	8.16168E-07	8.68867E-07	7.65079E-07	5.15484E-07	2.50877E-07	0	1.01589E-06	1.57767E-06	8.52784E-07	7.92578E-07	1.16442E-06
W0TE62	KLMA_70079	1.80928E-06	3.63654E-07	3.20107E-07	1.77165E-07	3.65422E-07	5.44437E-07	2.15581E-07	3.74273E-07	1.11839E-06	0	1.08108E-06	1.40134E-07
W0TK65	KLMA_80243	6.20552E-07	3.1572E-07	1.74678E-07	9.66766E-08	1.99406E-07	2.97092E-07	0	2.04236E-07	1.03608E-07	3.29884E-07	9.3858E-07	4.50433E-07
W0T7F9	KLMA_20530	1.03822E-06	5.90441E-07	0	1.26116E-07	2.60127E-07	3.8756E-07	1.53462E-07	5.12645E-07	1.35158E-07	8.2803E-07	3.99956E-07	3.0538E-07
W0TAA8	KLMA_40548	3.65078E-06	8.69819E-07	6.45915E-07	0	3.83211E-07	0	0	1.28211E-07	1.9911E-07	2.07087E-07	5.89202E-07	4.49876E-07
0	0	2.56496E-05	4.26282E-06	1.38924E-05	3.99598E-06	2.69236E-06	4.01131E-06	1.48855E-05	8.44177E-06	1.311E-05	4.45406E-06	1.26726E-05	3.16073E-06
W0TFJ3	KLMA_50210	1.13017E-05	1.87828E-06	3.18129E-06	1.76071E-06	3.63165E-06	1.76746E-06	6.55882E-06	1.21504E-06	1.88694E-06	1.96254E-06	1.82399E-06	1.39268E-06
W0TBA3	KLMA_50253	1.08011E-07	3.23695E-07	1.79091E-07	9.28904E-07	1.20425E-06	1.7942E-06	1.13032E-06	2.09395E-07	3.25188E-07	3.38217E-07	3.1434E-07	2.40009E-07
W0TCN8	KLMA_40552	6.70271E-07	2.87683E-07	4.87257E-07	1.40153E-07	8.84967E-07	8.28725E-07	1.70543E-07	0	0	1.5622E-07	8.55232E-07	6.52998E-07
W0TB24	KLMA_40606	3.80441E-07	4.92993E-08	1.60665E-07	4.62134E-08	0	0	0	9.76288E-08	0	6.92057E-07	6.43199E-07	2.15316E-07
W0TE02	KLMA_40290	1.13515E-06	1.11126E-06	1.18301E-06	2.00437E-06	1.35048E-06	3.41583E-07	4.14062E-07	1.38319E-06	1.11638E-06	3.79286E-07	0	2.69152E-07
W0THH3	KLMA_80207	1.27394E-07	9.28254E-09	1.57221E-08	0	0	0	0	1.0828E-07	5.14783E-07	2.78258E-07	2.58613E-07	1.24111E-07
W0TB17	KLMA_30706	7.73092E-07	3.93328E-07	2.17616E-07	1.20441E-07	2.48422E-07	3.70121E-07	1.46557E-07	2.54439E-07	1.29076E-07	4.10974E-07	7.34945E-07	2.91639E-07
W0TA95	KLMA_30658	7.15413E-07	2.28776E-07	3.87484E-07	1.26323E-06	4.42338E-07	6.59033E-07	2.60957E-07	8.71736E-07	2.29831E-07	1.40804E-06	6.80112E-07	5.19288E-07
W0TFX9	KLMA_60430	4.84027E-07	6.79294E-07	8.56367E-08	1.45094E-07	5.75843E-07	1.36498E-06	1.76556E-07	9.38356E-07	4.76024E-07	1.61727E-07	1.50309E-07	1.14766E-07
W0T3N3	KLMA_10595	5.11421E-07	5.00656E-07	1.63162E-06	2.76446E-06	1.8626E-06	1.44223E-06	5.7108E-07	9.91462E-07	1.53973E-06	5.23117E-07	1.48836E-06	1.13642E-06
W0TD69	KLMA_50117	1.14131E-06	1.43293E-06	1.40993E-06	0	3.66742E-07	1.78487E-07	0	0	1.90553E-07	1.98188E-07	1.84196E-07	4.30542E-07
W0T8X3	KLMA_20086	3.15678E-06	2.55527E-06	1.50855E-07	0	1.7221E-07	0	0	1.03896E-06	2.73918E-07	8.72145E-07	8.10573E-07	2.02168E-07
W0TK22	KLMA_80198	1.1194E-06	1.47081E-06	1.29468E-06	0	4.82785E-07	2.34963E-07	2.84819E-07	2.91268E-06	7.6792E-07	0	0	0
0	0	5.35919E-07	5.24638E-07	8.88594E-07	4.91798E-07	1.01439E-06	4.93684E-07	1.832E-06	1.03896E-06	1.61349E-06	1.67813E-06	5.09474E-07	1.19085E-06
W0TGI1	KLMA_70330	5.32304E-07	1.70221E-07	1.49837E-07	0	5.58743E-08	2.54843E-07	0	3.37093E-07	0	5.44477E-07	8.05105E-07	6.14725E-07
W0TFW5	KLMA_50340	5.46255E-07	3.73017E-07	6.3179E-07	1.14222E-07	7.69587E-08	3.51009E-07	1.38989E-07	2.41301E-07	1.22411E-07	1.27315E-07	1.18327E-07	9.03467E-08
W0T537	KLMA_20062	2.26933E-06	2.22156E-06	1.22912E-06	3.53542E-07	4.29538E-06	1.08645E-06	0	0	0	0	1.1212E-06	2.79643E-07
W0TG07	KLMA_60455	4.7642E-07	2.04482E-07	5.87967E-08	9.96193E-08	2.05475E-07	1.00001E-07	3.71092E-07	6.44259E-07	3.2683E-07	0	1.032E-07	7.87966E-08
W0TE18	KLMA_70029	2.96405E-07	3.09622E-08	5.24415E-08	8.88516E-08	3.5263E-07	2.73045E-07	1.08118E-07	1.10566E-06	5.60895E-07	9.90371E-08	2.81779E-07	2.15148E-07
W0TBF1	KLMA_50308	1.13311E-06	1.42264E-06	3.18957E-07	1.76529E-07	1.18939E-07	1.77206E-07	0	7.17568E-07	1.89185E-07	0	1.82874E-07	1.3963E-07
W0TC56	KLMA_40342	0.000000662	8.69819E-07	8.16997E-08	4.23758E-07	0	4.25383E-07	0	2.92429E-07	1.48348E-07	4.72336E-07	4.38989E-07	6.4494E-07
W0TDJ9	KLMA_50217	1.03822E-06	3.32003E-07	5.62322E-07	9.52743E-07	1.23516E-06	9.56397E-07	3.78704E-07	1.26508E-06	3.33534E-07	1.06196E-06	9.86987E-07	7.53598E-07
0	0	1.72713E-07	1.69078E-07	2.86372E-07	4.852E-07	3.26911E-07	4.8706E-07	5.90407E-07	1.09375E-07	5.19986E-07	5.4082E-07	5.02639E-07	3.83782E-07
W0T792	KLMA_20450	3.87399E-07	3.79244E-07	2.09824E-07	3.55505E-07	7.82434E-08	1.16574E-07	1.41309E-07	4.72048E-07	1.24454E-07	1.29441E-07	3.68283E-07	9.18549E-08
W0T5J3	KLMA_20424	3.32325E-07	1.69078E-07	9.35455E-08	4.852E-07	1.06788E-07	1.59102E-07	1.92861E-07	6.44259E-07	5.19986E-07	1.76663E-07	1.64191E-07	3.83782E-07
W0T9A8	KLMA_30348	2.07123E-06	6.62342E-07	2.55872E-06	0	0	0	1.20202E-06	6.81683E-07	1.05865E-06	0	0	0
W0T5L5	KLMA_10706	2.42484E-07	4.56754E-07	7.73617E-07	6.81207E-07	2.70354E-06	6.83819E-07	0	4.70091E-07	2.38475E-07	2.4803E-07	7.05691E-07	5.38819E-07
W0T6C1	KLMA_20714	1.65305E-06	8.41027E-07	4.65314E-07	1.33842E-07	2.76063E-07	1.34355E-07	0	2.8275E-07	0	0	4.24458E-07	0
0	0	2.15503E-06	6.8914E-07	3.8128E-07	6.46003E-07	4.35255E-07	0	7.86078E-07	2.62592E-06	2.1194E-06	7.20057E-07	2.04869E-06	5.10973E-07
W0T9D8	KLMA_20251	1.53516E-06	1.50285E-06	4.32129E-07	6.86149E-06	4.62304E-06	2.24995E-06	0	1.16848E-05	0	8.16087E-07	0	0
W0T440	KLMA_10553	7.49564E-07	4.06928E-08	6.89225E-08	1.16775E-07	2.40862E-07	3.58857E-07	1.42096E-07	7.55212E-07	7.3717E-07	1.30162E-07	3.70335E-07	2.82763E-07
W0TF91	KLMA_70182	3.04047E-06	2.07622E-06	5.04133E-06	6.35761E-07	4.28354E-07	6.38199E-07	0	4.38729E-07	0	7.08641E-07	6.58611E-07	2.96212E-06
W0T9J6	KLMA_40263	3.65529E-07	6.07488E-08	1.97979E-07	5.33678E-07	3.59574E-07	1.74998E-07	0	1.20303E-07	6.1029E-08	6.34742E-08	0	4.50432E-08
W0T844	KLMA_20513	1.1983E-07	6.47568E-06	0	3.36636E-07	4.08998E-06	0	1.254E-06	1.36838E-06	0	0	0	0
W0TC20	KLMA_50301	3.70806E-07	0.000000363	8.8141E-07	0	0	0	0	7.18859E-07	3.64674E-07	1.23897E-07	6.78277E-07	2.69152E-07
W0TDE7	KLMA_50162	4.1585E-07	4.07096E-07	2.25234E-07	3.81614E-07	2.57118E-07	1.25135E-07	1.51687E-07	2.63346E-07	0	4.2536E-07	3.9533E-07	3.01848E-07
W0T753	KLMA_30147	1.1899E-06	8.12542E-07	4.49554E-07	0	1.67639E-07	2.49763E-07	3.02759E-07	5.25624E-07	2.66647E-07	1.63359E-06	1.51826E-06	6.02471E-07
W0TFL0	KLMA_80111	2.36084E-07	2.31115E-07	4.17693E-08	4.16862E-07	2.80867E-07	4.1846E-07	8.6115E-08	0	0	2.41483E-07	2.24435E-07	1.71364E-07
W0T5V4	KLMA_20534	5.28729E-07	2.26932E-07	6.52523E-08	1.10557E-07	2.28035E-07	1.10981E-07	0	4.49401E-07	1.18483E-07	1.23231E-07	3.50614E-07	8.7448E-08
W0T616	KLMA_20604	1.01055E-06	9.89273E-07	8.70808E-07	4.51669E-06	1.91276E-06	1.48107E-06	1.79533E-06	3.1169E-06	5.16508E-07	0	0	3.81215E-07
W0TAI7	KLMA_20661	1.51539E-06	1.48349E-06	1.57928E-06	1.39063E-06	1.80284E-06	4.56001E-07	0	3.13478E-07	0	0	4.41015E-06	2.11647E-06
W0T4C7	KLMA_10638	8.22684E-07	8.05367E-07	4.45585E-07	7.54955E-07	1.55717E-06	2.47557E-07	3.00085E-07	1.70183E-07	2.64293E-07	2.74882E-07	2.55475E-07	1.14901E-06
W0TEM0	KLMA_60499	2.74786E-07	1.18057E-06	8.76672E-07	0	1.00078E-06	3.40085E-06	3.06842E-07	5.32713E-07	8.27297E-07	0	2.61227E-07	1.99456E-07
W0T4X6	KLMA_10486	9.03681E-08	2.88981E-08	2.88308E-07	0	1.29219E-06	1.11842E-06	0	3.37093E-07	5.23503E-07	0	0	0
W0TGF0	KLMA_60129 KLMA_80119	2.5447E-06	3.96339E-06	4.2193E-06	1.21363E-06	8.17703E-07	1.21828E-06	1.47679E-06	2.56387E-06	1.30064E-06	0	1.25725E-06	9.59954E-07
W0T7Q5	KLMA_10512	1.35448E-07	4.05919E-07	6.87517E-07	3.8051E-07	7.84843E-07	1.16933E-06	1.41744E-06	2.62585E-07	1.24838E-06	1.29839E-06	1.20673E-06	9.21377E-07
W0TJX5	KLMA_80148	1.72562E-06	2.86789E-07	1.48701E-06	2.51944E-06	5.54505E-07	2.5291E-06	3.06574E-06	3.34537E-06	2.70007E-06	2.80825E-06	8.52573E-07	6.50969E-07
W0TFE1	KLMA_80026	4.34584E-07	4.53962E-08	0	1.30273E-07	5.1702E-07	1.22555E-06	4.8528E-07	2.7521E-07	4.27398E-07	1.45207E-07	0	1.03043E-07
W0T7L9	KLMA_30327	1.73881E-07	8.84659E-08	0	4.88481E-07	3.29122E-07	2.54843E-07	0	5.36315E-07	1.19403E-06	9.24347E-08	0	6.55944E-08
W0TA58	KLMA_40493	5.01472E-07	4.90916E-07	8.31478E-07	4.60187E-07	9.49184E-07	4.61952E-07	5.59971E-07	3.17568E-07	4.9318E-07	1.57027E-06	4.76727E-07	1.11431E-06
W0TDD1	KLMA_60366	1.29778E-06	8.86203E-07	4.90309E-07	2.71364E-07	1.82836E-07	2.72405E-07	1.01086E-06	5.73275E-07	2.9082E-07	3.02472E-07	2.81118E-07	6.57089E-07
W0TFW9	KLMA_50345	2.53976E-07	4.784E-07	8.10279E-07	2.33067E-07	4.80725E-07	2.33961E-07	2.83603E-07	4.92369E-07	7.64643E-07	2.59784E-07	2.41444E-07	1.8435E-07
W0T6F8	KLMA_10744	7.4541E-07	7.2972E-07	9.19938E-08	1.55865E-07	1.05017E-07	4.78981E-07	1.89662E-07	6.33573E-07	0	5.31849E-07	1.61467E-07	1.23286E-07
W0TC11	KLMA_50291	2.03589E-07	9.33331E-08	1.17662E-08	0	0	0	0	4.21152E-08	4.94099E-07	2.22209E-08	0	0
W0TAM6	KLMA_40436	6.06428E-08	5.93663E-08	1.0055E-07	1.70362E-07	6.76126E-07	1.00735E-06	2.07303E-07	1.17565E-07	5.58924E-07	5.81318E-07	1.76486E-07	1.34753E-07
W0T7C8	KLMA_20495	5.87363E-06	3.61408E-06	1.39617E-05	0	0	0	1.26201E-05	7.15706E-06	0	0	5.5838E-06	8.20343E-06
W0T8C0	KLMA_30562	3.76891E-07	1.61924E-06	2.04133E-07	3.45862E-07	7.13377E-07	3.47188E-07	1.28837E-06	3.20662E-06	3.70659E-07	0	0	0
W0T4X9	KLMA_10833	8.11886E-07	4.99558E-07	8.46115E-07	2.28081E-06	9.65893E-07	2.28956E-06	0	1.67949E-07	0	0	0	0
W0TGA0	KLMA_50495	8.69427E-09	0	1.44158E-08	7.9785E-09	1.64565E-08	2.45183E-08	2.97207E-08	3.24316E-08	8.55052E-09	2.72245E-08	8.26526E-09	6.31081E-09
W0TCG8	KLMA_50079	5.50784E-07	5.3919E-07	2.98317E-07	1.54731E-06	1.04252E-06	5.07377E-07	6.15035E-07	3.48796E-07	5.41677E-07	5.6338E-07	5.23606E-07	3.99791E-07
W0TCL3	KLMA_50124	2.7234E-07	2.66607E-07	1.47506E-07	3.35769E-06	9.91866E-07	2.35113E-06	9.30974E-07	1.72465E-07	0	0	7.92578E-07	1.9768E-07
